"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours"
"48","BOUmrR6yo4cjeDJn-l_zFg","Dream House Asian Bistro","6127 Ridge Ave","Philadelphia","PA","19128",40.0343850509,-75.2161171262,3,140,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'None'}","Restaurants, Sushi Bars, Thai, Asian Fusion, Japanese, Chinese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}"
"49","qtNCq2sRvDFHZK9V8kKYoQ","Master Wok","1625 Chestnut St, Ste F11","Philadelphia","PA","19103",39.9523553233,-75.168056685,3,22,0,"{'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'BikeParking': 'False'}","Chinese, Restaurants","{'Monday': '9:30-18:30', 'Tuesday': '9:30-18:30', 'Wednesday': '9:30-18:30', 'Thursday': '9:30-18:30', 'Friday': '9:30-18:30', 'Saturday': '9:30-18:30', 'Sunday': '9:30-18:30'}"
"50","-UgmhgFa6biagbAXEPpNhA","H. K. Golden Phoenix","911 Race St","Philadelphia","PA","19107",39.955447,-75.154839,2.5,22,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'WiFi': ""u'no'""}","Dim Sum, Restaurants, Chinese",NA
"51","lU8TnePBqMrWxo9BKAThGA","Three Kingdoms","4229 Main St","Philadelphia","PA","19127",40.0243322,-75.2207517,4,12,0,"{'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'True', 'Caters': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'HappyHour': 'False', 'RestaurantsDelivery': 'None'}","Szechuan, Chinese, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}"
"52","jziliEq8Zum-EynD5v-Hvg","Chifa","707 Chestnut St","Philadelphia","PA","19106",39.949786,-75.152623,4,444,0,"{'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""u'dressy'"", 'RestaurantsDelivery': 'False', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'HappyHour': 'True', 'RestaurantsReservations': 'True'}","Peruvian, Chinese, Restaurants, Asian Fusion, Latin American",NA
"53","mbWj0U7dIaX103cSQC4WiQ","China Royal","2620 Rhawn St","Philadelphia","PA","19152",40.0558716,-75.0456795,2.5,17,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'loud'"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'OutdoorSeating': 'False'}","Restaurants, Chinese",NA
"54","NEZOlUKoQWUotatzRp-r5A","Happy Lamb Hot Pot","1017 Arch St, Fl 1","Philadelphia","PA","19107",39.9539683,-75.1570234,4,169,1,"{'WheelchairAccessible': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': True, 'upscale': False, 'classy': None, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'DogsAllowed': 'False'}","Mongolian, Restaurants, Chinese, Hot Pot","{'Monday': '0:0-0:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}"
"55","EHNtEYL9GXsv1sbKChMMWw","Stix Asian Eatery","1225 Fitzwater St","Philadelphia","PA","19147",39.9416094,-75.1631687,4,18,0,"{'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Korean, Restaurants, Asian Fusion, Chinese, Sandwiches, Salad, Food, Bubble Tea",NA
"56","Oj-XIt4Xj6NSsHzlSt-PsA","Pei Wei","4040 City Ave Bldg 2 Space 2","Philadelphia","PA","19131",40.0072792192,-75.2127040923,2.5,144,0,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'""}","Restaurants, Gluten-Free, Asian Fusion, Chinese, Fast Food, Diners","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
"57","wUiJDkB_YUZEgTQshpUZZg","Xin Xing House","6057 Castor Ave","Philadelphia","PA","19149",40.0354613,-75.0808778,4,5,1,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'False', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False'}","Chinese, Restaurants",NA
"58","I-bZsyEsmlJsqYObIF2V7A","Wokano","1100 Washington Ave","Philadelphia","PA","19147",39.936934,-75.161837,3,133,1,"{'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Dim Sum, Japanese, Restaurants, Chinese","{'Monday': '10:30-23:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-23:0'}"
"59","uSW_RGoNOqOmtR1lchGxUg","Chopstick House","1626 S Columbus Blvd","Philadelphia","PA","19148",39.926769,-75.14621,4,10,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True'}","Chinese, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}"
"60","eGmbGdkhPjw2gniEIq-E6Q","Imperial Palace Chinese Restaurant","5921 N Broad St","Philadelphia","PA","19141",40.0435209,-75.1433762,4,12,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'False', 'WiFi': ""u'no'"", 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'Caters': 'True', 'GoodForKids': 'True', 'Corkage': 'False', 'NoiseLevel': ""u'loud'"", 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'False', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'BYOB': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'HappyHour': 'False', 'RestaurantsTableService': 'False'}","Chinese, Restaurants, American (Traditional), Fast Food","{'Monday': '15:0-2:0', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '15:0-3:0', 'Saturday': '15:0-3:0'}"
"61","LD9Zw55zDpA3CD2wJfhSLQ","New Wok Chinese Restaurant","1437 E Vernon Rd","Philadelphia","PA","19150",40.073726,-75.16716,2,6,0,"{'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'WheelchairAccessible': 'False', 'HasTV': 'False', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False'}","Restaurants, Chinese, Cantonese, Szechuan","{'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '12:0-22:30'}"
"62","ErJ9NtMXt-WJZV_TVZ08Ag","Green Garden","237 S 10th St","Philadelphia","PA","19107",39.9471663,-75.1573928,3.5,77,1,"{'WiFi': ""'no'"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForKids': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'True'}","Sushi Bars, Chinese, Soup, Seafood, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}"
"63","Gm4JTabNe81qEL5Lf9NcCQ","China Star","3084 Frankford Ave","Philadelphia","PA","19134",39.9918037,-75.1131361,2,6,1,"{'BusinessAcceptsCreditCards': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'WiFi': ""'no'""}","Restaurants, Chinese","{'Monday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-23:0'}"
"64","rjjK00bgGHNOJWMgUXT-ng","Beijing Panda","3901 Conshohocken Ave","Philadelphia","PA","19131",40.0034,-75.2067881,1.5,13,1,"{'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'False'}","Chinese, Restaurants","{'Monday': '11:30-20:30', 'Tuesday': '11:30-20:30', 'Wednesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-20:30', 'Saturday': '11:30-20:30'}"
"65","v7KzbLoHo9zC2xRpWEEp0A","A Mandarin Restaurant","2102 Chestnut St","Philadelphia","PA","19103",39.9521517,-75.1757544,3.5,87,0,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True'}","Thai, Restaurants, Chinese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
"66","OmZZS72yQcPyqEDPCA3EVA","Golden Lake","2206 Market St","Philadelphia","PA","19103",39.9538411,-75.1770532,3,51,0,"{'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'True', 'HasTV': 'True', 'Caters': 'True'}","Asian Fusion, Restaurants, Chinese","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-23:30', 'Saturday': '11:0-23:30', 'Sunday': '12:0-22:30'}"
"67","bfmkl8HoF5yi3Mk3ySxYgA","T.C. Palate","933 Race St","Philadelphia","PA","19107",39.955582,-75.155434,4,7,0,"{'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True'}","Chinese, Restaurants",NA
"68","7HP8BwbzQHvstBI7rAe_vw","Zhi izakaya","210 N 9th St","Philadelphia","PA","19107",39.9555587,-75.1544697,4,17,0,"{'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Barbeque, Asian Fusion, Sushi Bars, Japanese, Restaurants, Chinese","{'Monday': '14:0-2:0', 'Tuesday': '14:0-2:0', 'Wednesday': '14:0-2:0', 'Thursday': '14:0-2:0', 'Friday': '14:0-2:0', 'Saturday': '14:0-2:0', 'Sunday': '14:0-2:0'}"
"69","86glJ3ygYJV8HE-FClONsw","Emperor's Garden Chinese Restaurant","9910 Frankford Ave","Philadelphia","PA","19114",40.0649629383,-74.9836531509,3.5,17,1,"{'RestaurantsAttire': ""'casual'"", 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BYOBCorkage': ""'yes_free'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""'none'"", 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'False', 'HasTV': 'True'}","Chinese, Restaurants",NA
"70","bffLbfi1IEAff5C2IHJvFA","Han Dynasty","4356 Main St","Philadelphia","PA","19127",40.0253737,-75.2238628,3.5,417,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True'}","Chinese, Restaurants","{'Monday': '13:0-20:0', 'Tuesday': '13:0-21:30', 'Wednesday': '13:0-21:30', 'Thursday': '13:0-21:30', 'Friday': '13:0-21:30', 'Saturday': '13:0-21:30', 'Sunday': '13:0-21:30'}"
"71","QXHTyjutAlsL_esmT2vSqA","New Imperial","7134 Germantown Ave","Philadelphia","PA","19119",40.0590117,-75.1903488,2,19,0,"{'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False'}","Chinese, Restaurants",NA
"72","PHyXrC_xG4wXCNmx1ACfmw","Jeong’s Noodle","6201 N Front St, Ste 124-B","Philadelphia","PA","19120",40.0449474749,-75.11773865,4,8,1,"{'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'HappyHour': 'False', 'RestaurantsDelivery': 'None', 'RestaurantsTableService': 'False', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False'}","Noodles, Seafood, Korean, Chinese, Asian Fusion, Restaurants",NA
"73","E3IjhZlqCZG1-HJyWTqw1g","17 Snyder Chinese","2100 S 17th St","Philadelphia","PA","19145",39.924903,-75.1747289987,3,21,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'False', 'Alcohol': ""u'beer_and_wine'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': None}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True'}","Food Delivery Services, Pan Asian, Dim Sum, Beer, Wine & Spirits, Chinese, Food, Restaurants","{'Monday': '14:0-0:0', 'Tuesday': '14:0-0:0', 'Wednesday': '14:0-0:0', 'Thursday': '14:0-0:0', 'Friday': '14:0-1:0', 'Saturday': '14:0-1:0', 'Sunday': '16:0-0:0'}"
